method,sample_index,repeat,latency_ms,returned
d_threshold_0.3,0,2,21.33959997445345,5
d_threshold_0.3,60,1,18.60730000771582,5
BM25,65,1,14.520300086587667,5
d_threshold_0.3,74,1,16.65309991221875,5
d_mmr_1.0_10,65,1,21.815799991600215,5
BM25,40,2,17.025499953888357,5
d_threshold_0.3,82,2,20.91710001695901,5
BM25,65,2,17.855899990536273,5
d_mmr_1.0_10,80,0,18.307500053197145,5
d_threshold_0.3,68,1,19.29349999409169,5
d_mmr_1.0_10,44,2,16.623300034552813,5
d_mmr_1.0_10,48,1,18.736699945293367,5
BM25,92,1,16.571399988606572,5
Hybrid,54,2,39.5221000071615,5
d_threshold_0.3,39,0,18.580299918539822,5
d_dense_control,90,1,17.50209997408092,5
d_mmr_1.0_10,98,2,15.431899926625192,5
d_threshold_0.3,14,1,16.057300032116473,0
Hybrid,17,1,38.68899994995445,5
d_threshold_0.3,8,2,20.83589998073876,5
d_threshold_0.3,73,2,21.618900005705655,5
d_threshold_0.3,41,1,19.102999940514565,5
d_threshold_0.3,16,1,22.016200004145503,5
Hybrid,98,1,32.65710000414401,5
d_mmr_1.0_10,91,2,22.360000060871243,5
d_mmr_1.0_10,81,1,22.085800068452954,5
d_dense_control,76,2,17.26519991643727,5
BM25,75,1,17.06220000050962,5
Hybrid,0,1,34.504199982620776,5
d_mmr_1.0_10,54,0,21.645099972374737,5
BM25,5,2,16.987800016067922,5
Hybrid,52,2,36.84070007875562,5
Hybrid,67,1,35.13800003565848,5
d_dense_control,20,1,17.781800008378923,5
d_mmr_1.0_10,23,1,17.929699970409274,5
BM25,82,0,16.69149997178465,5
Hybrid,89,1,35.33169999718666,5
d_threshold_0.3,83,2,19.23109998460859,5
d_threshold_0.3,76,1,17.719499999657273,5
d_mmr_1.0_10,30,0,18.229999928735197,5
BM25,29,0,16.23700000345707,5
BM25,65,0,15.974099980667233,5
Hybrid,76,1,36.60379990469664,5
BM25,3,1,16.31219999399036,5
d_mmr_1.0_10,76,0,19.65659996494651,5
BM25,94,0,18.812700058333576,5
d_dense_control,3,1,24.927400052547455,5
BM25,95,1,17.77489995583892,5
Hybrid,16,0,40.55629996582866,5
BM25,88,0,16.220099991187453,5
Hybrid,21,0,42.26409993134439,5
d_mmr_1.0_10,45,2,19.29029996972531,5
d_mmr_1.0_10,17,1,21.103100036270916,5
d_threshold_0.3,33,0,16.599600086919963,5
d_threshold_0.3,63,2,20.2729000011459,5
d_threshold_0.3,19,0,24.501799955032766,5
d_threshold_0.3,43,2,20.33950004260987,5
d_mmr_1.0_10,13,1,20.103599992580712,5
d_dense_control,67,1,17.37810007762164,5
d_mmr_1.0_10,19,2,23.681399994529784,5
d_dense_control,8,0,18.16620002500713,5
d_mmr_1.0_10,60,1,18.542599980719388,5
d_mmr_1.0_10,75,2,20.33929992467165,5
d_threshold_0.3,18,1,21.656799945048988,5
Hybrid,53,2,35.52899998612702,5
d_mmr_1.0_10,61,0,21.8728999607265,5
d_mmr_1.0_10,83,1,18.282299977727234,5
BM25,83,2,17.978899995796382,5
d_threshold_0.3,71,2,20.330999977886677,5
BM25,91,1,15.83239994943142,5
d_dense_control,49,2,18.24280002620071,5
d_threshold_0.3,28,0,20.50390001386404,5
d_dense_control,83,2,17.44880003388971,5
Hybrid,65,0,35.437699989415705,5
d_dense_control,82,2,21.37799991760403,5
d_mmr_1.0_10,63,0,18.48760002758354,5
BM25,92,0,16.79519994650036,5
d_dense_control,22,0,23.292499943636358,5
d_threshold_0.3,52,1,17.06089999061078,5
d_threshold_0.3,13,2,25.14589997008443,5
d_mmr_1.0_10,28,0,28.38019991759211,5
d_dense_control,67,2,20.224499981850386,5
Hybrid,56,2,38.109099958091974,5
d_dense_control,16,2,23.00950000062585,5
Hybrid,23,1,35.151900025084615,5
Hybrid,47,2,40.64480005763471,5
BM25,36,0,16.694199992343783,5
d_mmr_1.0_10,70,1,19.24609998241067,5
d_mmr_1.0_10,12,2,22.028100094757974,5
BM25,4,0,16.561100026592612,5
Hybrid,16,1,36.743100034072995,5
d_mmr_1.0_10,41,0,21.84370008762926,5
Hybrid,72,2,40.63120007049292,5
d_dense_control,87,1,15.771399950608611,5
Hybrid,26,1,33.77759992145002,5
d_dense_control,25,2,19.646700005978346,5
d_mmr_1.0_10,2,2,18.729400006122887,5
Hybrid,81,2,38.80930005107075,5
Hybrid,18,1,39.51289993710816,5
BM25,14,0,16.895400010980666,5
Hybrid,93,0,41.838299948722124,5
BM25,41,0,17.63239991851151,5
d_threshold_0.3,89,0,18.52869999129325,5
d_dense_control,33,1,17.011399962939322,5
d_threshold_0.3,40,0,19.496800028719008,5
d_threshold_0.3,19,2,24.300900055095553,5
d_threshold_0.3,74,2,17.495399923063815,5
BM25,82,2,15.870500006712973,5
d_mmr_1.0_10,10,1,18.48859991878271,5
d_threshold_0.3,50,1,21.122400066815317,5
d_mmr_1.0_10,6,1,17.922400031238794,5
BM25,25,2,18.71730003040284,5
d_mmr_1.0_10,58,2,17.781200003810227,5
d_mmr_1.0_10,50,1,22.085499949753284,5
Hybrid,35,1,40.6698000151664,5
Hybrid,28,0,36.871799966320395,5
d_dense_control,31,0,19.95590003207326,5
d_dense_control,85,2,20.66979999653995,5
Hybrid,6,1,33.73200003989041,5
BM25,8,2,17.26220001000911,5
d_mmr_1.0_10,77,2,22.951900027692318,5
d_mmr_1.0_10,16,2,22.826300002634525,5
d_mmr_1.0_10,27,2,17.977099982090294,5
d_threshold_0.3,93,0,18.667500000447035,5
d_dense_control,58,0,17.628700006753206,5
d_threshold_0.3,20,0,17.16999989002943,5
d_threshold_0.3,36,1,17.44279998820275,5
d_dense_control,6,2,17.443299992009997,5
BM25,57,0,15.885500004515052,5
Hybrid,25,2,35.42539989575744,5
d_mmr_1.0_10,35,2,23.612000048160553,5
d_threshold_0.3,58,0,19.878099905326962,5
d_threshold_0.3,35,1,18.1082000490278,5
d_mmr_1.0_10,15,0,20.507700042799115,5
d_mmr_1.0_10,47,2,19.49630002491176,5
d_threshold_0.3,99,1,18.664700095541775,5
d_dense_control,28,1,20.338700036518276,5
d_threshold_0.3,75,1,19.393499940633774,5
BM25,43,0,17.729399958625436,5
d_dense_control,98,0,17.098900047130883,5
d_mmr_1.0_10,59,0,17.238200060091913,5
d_dense_control,12,0,19.369799993000925,5
d_mmr_1.0_10,90,2,20.168300019577146,5
d_threshold_0.3,86,2,20.97950002644211,5
d_threshold_0.3,1,0,22.113799932412803,5
BM25,10,1,16.344200004823506,5
d_dense_control,57,1,16.625799937173724,5
BM25,13,2,18.474599928595126,5
d_dense_control,22,1,20.902000018395483,5
BM25,23,1,16.526199993677437,5
d_dense_control,21,2,19.01319995522499,5
d_threshold_0.3,70,1,19.93650000076741,5
Hybrid,19,1,38.92890003044158,5
BM25,17,2,16.65769994724542,5
d_mmr_1.0_10,69,0,20.477000041864812,5
d_dense_control,55,2,18.355899956077337,5
d_threshold_0.3,82,0,22.190599935129285,5
d_threshold_0.3,95,0,20.74249996803701,5
BM25,27,2,16.677899984642863,5
BM25,86,0,21.594899939373136,5
d_threshold_0.3,77,0,20.203800057061017,5
d_dense_control,56,2,19.43010010290891,5
BM25,94,2,15.578899998217821,5
d_dense_control,69,2,19.673199974931777,5
d_dense_control,59,2,18.66359997075051,5
Hybrid,15,0,35.36850004456937,5
d_mmr_1.0_10,70,0,19.673699978739023,5
Hybrid,55,0,35.6997000053525,5
BM25,72,0,16.950299963355064,5
Hybrid,11,2,40.780400042422116,5
d_mmr_1.0_10,89,2,18.81340006366372,5
BM25,88,2,17.204899922944605,5
d_mmr_1.0_10,79,2,18.639300018548965,5
d_mmr_1.0_10,56,1,20.411100005730987,5
Hybrid,57,1,32.85030007828027,5
d_mmr_1.0_10,25,0,17.956600058823824,5
d_mmr_1.0_10,22,1,21.569799981079996,5
d_dense_control,19,1,24.096099892631173,5
d_mmr_1.0_10,60,0,17.50519999768585,5
d_mmr_1.0_10,83,0,18.34830001462251,5
d_threshold_0.3,53,1,20.08169994223863,5
d_threshold_0.3,77,1,19.45479994174093,5
d_dense_control,2,0,18.0811999598518,5
d_threshold_0.3,96,2,17.476300010457635,5
BM25,9,0,18.461099942214787,5
d_threshold_0.3,81,1,21.118500037118793,5
d_dense_control,12,1,20.1985000167042,5
d_mmr_1.0_10,53,2,18.42400000896305,5
Hybrid,59,1,35.25919991079718,5
BM25,56,1,17.017200007103384,5
d_mmr_1.0_10,58,0,18.183100037276745,5
Hybrid,38,0,35.43530008755624,5
d_mmr_1.0_10,31,2,19.635400036349893,5
d_dense_control,31,2,19.467900041490793,5
d_dense_control,28,0,19.781599985435605,5
Hybrid,14,2,33.17479998804629,5
d_dense_control,87,2,16.34049997664988,5
BM25,9,2,16.552099958062172,5
d_mmr_1.0_10,20,1,20.331599982455373,5
Hybrid,48,2,39.451199932955205,5
BM25,93,0,17.00450002681464,5
d_threshold_0.3,58,1,17.860899912193418,5
Hybrid,66,1,34.983100020326674,5
BM25,75,0,17.886599991470575,5
d_dense_control,5,2,17.065900028683245,5
d_dense_control,73,0,19.584399997256696,5
Hybrid,86,1,33.69339997880161,5
d_dense_control,50,2,22.458699997514486,5
d_mmr_1.0_10,43,0,21.806700038723648,5
Hybrid,83,2,36.13179991953075,5
d_mmr_1.0_10,73,2,21.890199976041913,5
Hybrid,33,0,31.92129998933524,5
d_dense_control,57,0,17.461700015701354,5
d_threshold_0.3,69,2,18.98649998474866,5
Hybrid,20,0,32.29420003481209,5
d_mmr_1.0_10,63,1,18.993500038050115,5
d_threshold_0.3,90,1,17.988600069656968,5
d_threshold_0.3,48,1,20.617199945263565,5
d_threshold_0.3,20,2,17.747399979270995,5
d_mmr_1.0_10,34,0,15.837499988265336,5
BM25,6,2,17.465599928982556,5
d_mmr_1.0_10,62,0,18.3926000026986,5
Hybrid,99,1,35.5360999237746,5
d_mmr_1.0_10,11,2,19.919599988497794,5
Hybrid,32,2,32.63509995304048,5
d_mmr_1.0_10,13,2,19.771200022660196,5
d_dense_control,84,0,17.084699939005077,5
BM25,70,1,17.788999946787953,5
BM25,21,0,18.603999982587993,5
Hybrid,41,2,40.02690000925213,5
Hybrid,59,0,35.94759991392493,5
Hybrid,85,0,36.01040004286915,5
d_mmr_1.0_10,34,2,16.5982999606058,5
Hybrid,39,0,35.36340000573546,5
d_threshold_0.3,21,2,23.165600025095046,5
d_mmr_1.0_10,72,2,19.624499953351915,5
d_threshold_0.3,78,2,22.580299992114305,5
d_dense_control,41,0,19.482900039292872,5
BM25,52,0,16.292700078338385,5
d_dense_control,36,2,17.410000087693334,5
d_threshold_0.3,42,0,21.078500081785023,5
d_threshold_0.3,49,1,20.798000041395426,5
d_mmr_1.0_10,0,1,18.443899927660823,5
d_mmr_1.0_10,68,2,19.36620008200407,5
BM25,27,1,17.375900060869753,5
Hybrid,84,1,36.33889998309314,5
d_mmr_1.0_10,54,2,22.32650003861636,5
d_threshold_0.3,28,2,20.727199967950583,5
BM25,92,2,18.784399959258735,5
d_threshold_0.3,27,0,19.335999968461692,5
d_mmr_1.0_10,97,0,21.4640999911353,5
d_dense_control,43,1,19.24159994814545,5
d_threshold_0.3,59,2,18.40870000887662,5
Hybrid,50,0,36.621299921534956,5
BM25,93,2,16.252300003543496,5
BM25,81,1,17.40139990579337,5
d_dense_control,13,2,22.757300059311092,5
Hybrid,65,1,36.15880000870675,5
Hybrid,77,2,42.83459996804595,5
d_dense_control,65,1,23.9710999885574,5
d_dense_control,61,1,24.75630003027618,5
d_mmr_1.0_10,73,1,22.237200057134032,5
d_dense_control,17,1,22.367899888195097,5
d_dense_control,86,2,20.268799969926476,5
BM25,84,1,16.271800035610795,5
d_threshold_0.3,32,1,19.40600003581494,5
BM25,88,1,16.54940005391836,5
d_mmr_1.0_10,29,1,19.743700046092272,5
d_threshold_0.3,23,2,19.88429995253682,5
d_mmr_1.0_10,18,1,20.020299940370023,5
d_dense_control,53,2,17.617200035601854,5
BM25,54,0,16.499499906785786,5
d_threshold_0.3,57,0,20.756799960508943,5
d_threshold_0.3,39,1,18.213800038211048,5
d_dense_control,83,1,18.300399999134243,5
d_threshold_0.3,92,1,18.672300036996603,5
Hybrid,72,0,40.07919994182885,5
d_threshold_0.3,4,1,19.26520001143217,5
d_dense_control,45,1,22.553799906745553,5
d_dense_control,78,0,19.78560001589358,5
d_dense_control,9,0,15.618799952790141,5
Hybrid,51,0,39.479700033552945,5
d_threshold_0.3,4,0,18.703500041738153,5
d_dense_control,57,2,17.588700051419437,5
Hybrid,8,0,38.16210001241416,5
d_dense_control,3,0,22.472100099548697,5
Hybrid,90,2,38.18090003915131,5
d_threshold_0.3,51,2,21.01809997111559,5
d_threshold_0.3,72,2,19.60020000115037,5
d_threshold_0.3,12,1,21.58990001771599,5
d_dense_control,73,1,19.928300054743886,5
BM25,45,1,18.81949999369681,5
Hybrid,55,2,35.24350002408028,5
d_mmr_1.0_10,0,0,17.88870000746101,5
d_dense_control,89,1,17.43700006045401,5
d_mmr_1.0_10,93,2,21.476099966093898,5
d_threshold_0.3,55,1,32.89949998725206,5
d_mmr_1.0_10,99,0,30.63659998588264,5
Hybrid,58,1,45.963000040501356,5
Hybrid,76,2,46.42589995637536,5
d_dense_control,37,1,26.604499900713563,5
d_dense_control,74,1,23.898800020106137,5
BM25,60,0,15.99099999293685,5
d_mmr_1.0_10,55,2,27.13399997446686,5
d_mmr_1.0_10,63,2,21.609699935652316,5
d_dense_control,65,2,26.18429996073246,5
BM25,36,1,16.63420000113547,5
d_threshold_0.3,2,0,22.87430001888424,5
d_threshold_0.3,48,2,21.186600090004504,5
d_dense_control,93,2,21.898700040765107,5
d_dense_control,56,0,25.94750002026558,5
d_threshold_0.3,4,2,19.560900051146746,5
BM25,1,2,16.035999986343086,5
d_mmr_1.0_10,84,1,20.824300008825958,5
d_dense_control,23,2,17.806099960580468,5
BM25,50,1,16.882600029930472,5
BM25,83,0,16.857299953699112,5
Hybrid,36,1,38.015799946151674,5
Hybrid,68,2,37.24940004758537,5
d_mmr_1.0_10,79,1,21.079800091683865,5
d_dense_control,37,2,19.09090008120984,5
d_mmr_1.0_10,84,2,17.62240007519722,5
BM25,66,1,15.532300109043717,5
Hybrid,96,1,33.799400087445974,5
d_mmr_1.0_10,64,0,18.05060007609427,5
d_mmr_1.0_10,93,1,19.072100054472685,5
Hybrid,41,1,36.354799987748265,5
d_threshold_0.3,57,1,17.167999991215765,5
BM25,24,2,18.22090009227395,5
d_dense_control,62,0,19.308799994178116,5
d_dense_control,90,0,17.707200022414327,5
d_threshold_0.3,57,2,16.213599941693246,5
Hybrid,62,0,35.514899995177984,5
BM25,83,1,16.342699993401766,5
BM25,15,2,15.960599994286895,5
BM25,8,1,17.32870005071163,5
d_threshold_0.3,86,1,19.924400025047362,5
BM25,67,2,15.95110003836453,5
d_dense_control,75,0,21.574500016868114,5
BM25,76,2,16.093999962322414,5
d_mmr_1.0_10,2,1,16.911900020204484,5
d_dense_control,29,1,19.149400060996413,5
BM25,80,0,17.091499990783632,5
d_dense_control,56,1,19.624400069005787,5
d_threshold_0.3,24,2,19.436200032941997,5
d_dense_control,79,1,16.46219997201115,5
BM25,31,2,18.2992999907583,5
Hybrid,14,1,34.85759999603033,5
d_dense_control,11,1,17.173900036141276,5
d_dense_control,16,0,20.63559996895492,5
d_dense_control,26,1,18.531300011090934,5
Hybrid,75,2,35.904099931940436,5
BM25,96,2,16.18090004194528,5
BM25,28,2,16.11409999895841,5
d_dense_control,24,2,18.4043999761343,5
BM25,57,2,16.206900007091463,5
d_dense_control,51,0,21.046999958343804,5
d_dense_control,71,2,23.538699955679476,5
d_threshold_0.3,27,1,19.042599946260452,5
d_threshold_0.3,7,1,17.551600001752377,5
d_dense_control,70,2,20.728099974803627,5
d_threshold_0.3,64,0,19.432100001722574,5
Hybrid,74,1,31.977100064978004,5
BM25,72,2,16.747499932534993,5
d_dense_control,30,1,16.861399984918535,5
d_threshold_0.3,35,0,18.356699962168932,5
Hybrid,50,2,37.13820001576096,5
d_mmr_1.0_10,77,0,20.181600004434586,5
Hybrid,9,2,35.55080003570765,5
d_dense_control,23,1,18.482499988749623,5
d_dense_control,7,0,17.79569999780506,5
Hybrid,97,2,37.87770005874336,5
d_dense_control,68,0,19.11419990938157,5
d_mmr_1.0_10,86,2,21.034799981862307,5
BM25,71,2,17.10060006007552,5
BM25,97,2,16.473400057293475,5
Hybrid,3,2,43.1499999249354,5
BM25,0,0,15.643200022168458,5
d_dense_control,84,1,18.702999921515584,5
Hybrid,87,0,32.215300016105175,5
Hybrid,38,1,38.01489993929863,5
Hybrid,2,2,34.43709993734956,5
Hybrid,94,0,37.35480003524572,5
d_dense_control,10,0,17.680199933238328,5
Hybrid,18,2,37.43969998322427,5
d_mmr_1.0_10,5,1,16.877799993380904,5
d_dense_control,87,0,16.359400004148483,5
d_mmr_1.0_10,14,1,15.813900041393936,5
BM25,86,2,16.487899934872985,5
d_dense_control,1,2,24.626599973998964,5
d_mmr_1.0_10,44,0,17.11849996354431,5
d_dense_control,22,2,21.459899959154427,5
d_dense_control,78,2,19.94110003579408,5
d_dense_control,11,0,18.161300104111433,5
d_dense_control,5,0,17.409500083886087,5
d_mmr_1.0_10,82,1,25.62430000398308,5
d_threshold_0.3,50,0,20.98120003938675,5
d_mmr_1.0_10,24,1,18.030400038696826,5
BM25,47,2,15.84859995637089,5
d_dense_control,94,1,18.23229994624853,5
d_dense_control,48,1,20.01530001871288,5
Hybrid,34,1,32.34959999099374,5
BM25,1,0,17.833499936386943,5
d_threshold_0.3,49,2,19.115400034934282,5
d_threshold_0.3,73,1,20.63140005338937,5
Hybrid,73,2,37.31689997948706,5
d_mmr_1.0_10,75,1,22.506700013764203,5
d_mmr_1.0_10,53,1,19.123999984003603,5
d_threshold_0.3,52,2,15.634399955160916,5
d_threshold_0.3,49,0,17.015299992635846,5
d_dense_control,97,2,22.34140003565699,5
d_threshold_0.3,99,2,21.557000000029802,5
d_dense_control,35,2,20.771199953742325,5
d_dense_control,96,1,17.336999997496605,5
BM25,74,0,17.41169998422265,5
BM25,26,0,15.5938999960199,5
d_threshold_0.3,85,0,19.30059993173927,5
d_mmr_1.0_10,46,1,17.18510000500828,5
d_threshold_0.3,91,1,20.214500022120774,5
d_threshold_0.3,79,0,16.659999964758754,5
BM25,18,2,17.741400049999356,5
d_dense_control,26,0,18.409800017252564,5
d_dense_control,72,2,21.54430001974106,5
d_mmr_1.0_10,57,0,15.680799959227443,5
d_dense_control,39,2,17.946099978871644,5
Hybrid,90,1,38.741700001992285,5
d_mmr_1.0_10,79,0,18.57790001668036,5
d_mmr_1.0_10,84,0,18.966899951919913,5
d_dense_control,24,0,18.824800034053624,5
d_dense_control,72,0,18.913199892267585,5
Hybrid,31,2,37.71720000077039,5
BM25,16,0,17.054099938832223,5
Hybrid,52,0,31.87239996623248,5
d_mmr_1.0_10,78,0,20.291700027883053,5
d_dense_control,8,1,18.77630001399666,5
d_dense_control,38,2,19.09780001733452,5
d_threshold_0.3,14,0,16.950399964116514,0
Hybrid,36,0,43.789800023660064,5
Hybrid,51,2,39.2688000574708,5
d_threshold_0.3,21,0,21.48009999655187,5
BM25,26,1,16.798100084997714,5
d_dense_control,61,0,24.326000013388693,5
BM25,73,2,17.07559998612851,5
d_mmr_1.0_10,92,0,19.65050003491342,5
d_mmr_1.0_10,50,0,19.81339999474585,5
Hybrid,69,1,36.81780002079904,5
d_dense_control,81,0,23.95009994506836,5
d_dense_control,26,2,19.969600019976497,5
Hybrid,22,1,39.13360007572919,5
BM25,16,2,24.503699969500303,5
d_dense_control,81,1,22.657800000160933,5
Hybrid,20,2,37.264900049194694,5
Hybrid,10,2,39.372799918055534,5
d_mmr_1.0_10,8,1,21.991000045090914,5
Hybrid,5,1,33.20100007113069,5
d_mmr_1.0_10,7,2,20.315299974754453,5
d_dense_control,41,1,19.981999997980893,5
BM25,70,0,17.27239997126162,5
d_mmr_1.0_10,11,1,24.56619997974485,5
Hybrid,43,1,41.91450006328523,5
d_dense_control,44,0,17.624700092710555,5
d_mmr_1.0_10,21,0,22.537700016982853,5
d_dense_control,48,2,19.978399970568717,5
d_dense_control,10,1,18.378600012511015,5
BM25,28,1,16.71400002669543,5
BM25,87,0,16.559400013647974,5
d_dense_control,93,1,21.255800034850836,5
Hybrid,1,0,40.01509991940111,5
d_threshold_0.3,83,1,20.92469995841384,5
BM25,24,1,17.072999966330826,5
Hybrid,1,2,39.122299989685416,5
d_mmr_1.0_10,11,0,19.968800013884902,5
d_mmr_1.0_10,40,0,24.520799983292818,5
d_threshold_0.3,87,2,20.179099985398352,5
d_dense_control,91,2,26.04369993787259,5
d_threshold_0.3,1,1,32.83569996710867,5
d_mmr_1.0_10,42,2,22.7603999665007,5
Hybrid,78,2,40.75169994030148,5
BM25,89,0,17.83100003376603,5
d_dense_control,27,2,19.479599897749722,5
BM25,2,1,14.218299998901784,5
BM25,30,0,16.655200044624507,5
Hybrid,88,2,35.78410006593913,5
d_mmr_1.0_10,17,2,23.882299894466996,5
d_mmr_1.0_10,85,2,20.160000072792172,5
BM25,34,2,16.62360003683716,5
d_mmr_1.0_10,51,2,22.89489994291216,5
d_mmr_1.0_10,40,2,23.663699976168573,5
d_threshold_0.3,45,0,22.54089992493391,5
Hybrid,80,0,34.98390002641827,5
Hybrid,38,2,37.521100020967424,5
d_dense_control,34,0,17.742800060659647,5
Hybrid,43,2,35.73279990814626,5
Hybrid,92,1,39.79770001024008,5
Hybrid,85,2,41.6977999266237,5
d_mmr_1.0_10,87,0,18.8520000083372,5
d_mmr_1.0_10,78,1,23.441200028173625,5
BM25,73,0,15.957900090143085,5
BM25,78,2,17.898500082083046,5
d_mmr_1.0_10,83,2,21.500000031664968,5
BM25,91,2,15.843600034713745,5
BM25,70,2,17.42360007483512,5
d_dense_control,4,1,18.612800049595535,5
d_threshold_0.3,78,1,23.66690000053495,5
BM25,5,1,15.927300089970231,5
d_mmr_1.0_10,52,0,20.054600085131824,5
d_dense_control,6,1,21.41070005018264,5
d_threshold_0.3,70,2,23.714000009931624,5
d_mmr_1.0_10,31,0,23.063499946147203,5
d_mmr_1.0_10,48,0,19.725599908269942,5
Hybrid,94,1,37.29780006688088,5
d_dense_control,52,0,18.07240000925958,5
Hybrid,66,2,38.388999993912876,5
d_threshold_0.3,95,2,20.40180005133152,5
d_dense_control,38,0,16.76610007416457,5
BM25,90,1,16.821800032630563,5
d_threshold_0.3,90,0,18.70110002346337,5
d_threshold_0.3,45,1,20.33090009354055,5
Hybrid,45,1,37.03890007454902,5
d_threshold_0.3,67,0,22.68530009314418,5
BM25,50,0,16.499600023962557,5
BM25,68,0,16.916399938054383,5
d_threshold_0.3,84,1,23.0289000319317,5
d_threshold_0.3,12,2,25.706499931402504,5
BM25,6,1,16.70649996958673,5
BM25,49,1,17.806399962864816,5
d_threshold_0.3,91,2,31.08119999524206,5
d_threshold_0.3,12,0,25.46879998408258,5
d_dense_control,4,2,21.02150011342019,5
BM25,89,1,19.656300079077482,5
d_mmr_1.0_10,62,2,29.158800025470555,5
d_mmr_1.0_10,4,1,23.799499962478876,5
Hybrid,62,2,46.68389994185418,5
d_dense_control,14,1,23.02259998396039,5
Hybrid,39,1,48.34059998393059,5
Hybrid,78,0,44.052000041119754,5
d_dense_control,15,2,23.469000007025898,5
d_threshold_0.3,56,2,24.50719999615103,5
d_threshold_0.3,85,2,21.830799989402294,5
d_dense_control,86,0,25.169899920001626,5
BM25,55,2,15.71690000128001,5
BM25,27,0,16.24699996318668,5
Hybrid,68,0,41.86110000591725,5
d_threshold_0.3,88,2,20.754899946041405,5
BM25,81,2,19.956299918703735,5
d_dense_control,75,1,21.241200040094554,5
Hybrid,60,1,40.26099992915988,5
BM25,46,1,18.270000000484288,5
BM25,46,2,17.786799930036068,5
Hybrid,26,2,43.31029998138547,5
BM25,54,2,17.04900001641363,5
d_threshold_0.3,46,2,21.62819996010512,5
BM25,38,2,20.70829994045198,5
Hybrid,7,1,46.05430003721267,5
d_threshold_0.3,62,1,21.390900015830994,5
d_threshold_0.3,43,0,21.411900059320033,5
d_threshold_0.3,25,1,19.422800047323108,5
d_threshold_0.3,98,2,17.808399978093803,5
BM25,34,0,17.972099944017828,5
BM25,39,0,14.889899990521371,5
d_dense_control,14,0,19.982800004072487,5
d_mmr_1.0_10,16,0,24.20520002488047,5
d_threshold_0.3,70,0,20.538599928840995,5
d_threshold_0.3,95,1,21.43269998487085,5
BM25,39,2,16.267400002107024,5
Hybrid,48,1,37.50759991817176,5
d_dense_control,2,1,19.666100037284195,5
Hybrid,29,1,42.152300011366606,5
Hybrid,5,2,37.97649999614805,5
d_threshold_0.3,32,0,35.74550000485033,5
d_threshold_0.3,79,1,22.500699968077242,5
d_mmr_1.0_10,71,1,23.86880002450198,5
Hybrid,94,2,38.51320000831038,5
d_threshold_0.3,10,1,21.270300028845668,5
Hybrid,81,0,45.50079989712685,5
d_dense_control,66,1,21.284100017510355,5
BM25,1,1,17.474599997512996,5
d_dense_control,58,2,21.462799981236458,5
Hybrid,12,1,37.67620003782213,5
d_mmr_1.0_10,25,2,20.587099948897958,5
d_mmr_1.0_10,65,2,21.13779995124787,5
Hybrid,45,2,38.16160000860691,5
d_threshold_0.3,28,1,21.138799958862364,5
d_mmr_1.0_10,22,2,23.01080001052469,5
d_dense_control,77,1,21.735399961471558,5
Hybrid,13,1,36.72029997687787,5
Hybrid,61,1,45.58939998969436,5
d_mmr_1.0_10,94,2,19.890900002792478,5
BM25,10,0,16.415600082837045,5
d_threshold_0.3,69,0,20.083000068552792,5
BM25,34,1,16.255800030194223,5
BM25,66,2,16.647699987515807,5
d_threshold_0.3,75,2,22.688099998049438,5
d_threshold_0.3,2,1,18.7938999151811,5
BM25,51,1,16.29329996649176,5
Hybrid,70,1,37.55280002951622,5
d_threshold_0.3,15,2,21.386399981565773,5
d_mmr_1.0_10,23,0,18.289400031790137,5
Hybrid,25,0,36.06529999524355,5
d_mmr_1.0_10,54,1,26.248499983921647,5
BM25,95,2,15.090400003828108,5
d_threshold_0.3,6,0,17.54860009532422,5
d_mmr_1.0_10,82,2,20.09230002295226,5
d_mmr_1.0_10,19,1,20.219899946823716,5
Hybrid,30,2,33.28720002900809,5
Hybrid,69,2,38.418599986471236,5
BM25,74,1,15.33319998998195,5
d_dense_control,31,1,21.563000045716763,5
d_dense_control,74,2,16.05170010589063,5
BM25,41,1,17.037400044500828,5
BM25,67,0,16.635000007227063,5
BM25,36,2,16.778100049123168,5
d_threshold_0.3,18,2,23.678199970163405,5
d_dense_control,80,1,19.176899921149015,5
d_dense_control,89,0,19.793499959632754,5
d_dense_control,41,2,21.912600030191243,5
d_dense_control,94,0,19.26519989501685,5
d_mmr_1.0_10,85,0,21.313300007022917,5
BM25,64,1,19.344700034707785,5
Hybrid,29,2,41.14470002241433,5
d_dense_control,77,2,23.836400010623038,5
d_mmr_1.0_10,20,2,24.56970000639558,5
Hybrid,65,2,40.02960002981126,5
d_threshold_0.3,22,2,22.31719996780157,5
d_threshold_0.3,93,1,18.924899981357157,5
d_threshold_0.3,89,2,17.622599960304797,5
BM25,90,0,16.418399987742305,5
d_mmr_1.0_10,32,2,18.871699925512075,5
Hybrid,46,0,35.54489999078214,5
d_threshold_0.3,31,1,20.53660003002733,5
Hybrid,90,0,34.39579997211695,5
Hybrid,62,1,36.38810000848025,5
d_threshold_0.3,50,2,21.679099998436868,5
d_mmr_1.0_10,26,0,17.912099952809513,5
d_dense_control,25,1,19.964199978858232,5
BM25,21,1,16.64289995096624,5
BM25,46,0,16.575700021348894,5
Hybrid,56,0,37.52670006360859,5
BM25,40,0,16.91849995404482,5
BM25,48,1,16.257099923677742,5
BM25,4,2,16.824400052428246,5
