method,query_id,k,recall,hit_rate,all_evidence_hit,evidence_coverage,mrr,ndcg
dense,6,20,1.0,1.0,1.0,0.7176891006551519,0.14285714285714285,0.3333333333333333
dense,7,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,7,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,7,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,7,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,7,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,8,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,8,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,8,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,8,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,8,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,11,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,11,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,11,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,11,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,11,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,12,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,12,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,12,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,12,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,12,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,14,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,14,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,14,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,14,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,14,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,15,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,15,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,15,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,15,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,15,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,16,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,16,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,16,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,16,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,16,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,17,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,17,3,1.0,1.0,1.0,0.2768115942028985,0.5,0.6309297535714575
dense,17,5,1.0,1.0,1.0,0.4289855072463768,0.5,0.6309297535714575
dense,17,10,1.0,1.0,1.0,0.6657004830917874,0.5,0.6309297535714575
dense,17,20,1.0,1.0,1.0,0.6657004830917874,0.5,0.6309297535714575
dense,18,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,18,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,18,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,18,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,18,20,1.0,1.0,1.0,0.37620357634112794,0.0625,0.24465054211822604
dense,19,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,19,3,1.0,1.0,1.0,0.2667025862068966,0.5,0.6309297535714575
dense,19,5,1.0,1.0,1.0,0.2667025862068966,0.5,0.6309297535714575
dense,19,10,1.0,1.0,1.0,0.2667025862068966,0.5,0.6309297535714575
dense,19,20,1.0,1.0,1.0,0.3755387931034483,0.5,0.6309297535714575
dense,20,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,20,3,1.0,1.0,1.0,0.2793774319066148,0.5,0.6309297535714575
dense,20,5,1.0,1.0,1.0,0.2793774319066148,0.5,0.6309297535714575
dense,20,10,1.0,1.0,1.0,0.2793774319066148,0.5,0.6309297535714575
dense,20,20,1.0,1.0,1.0,0.2793774319066148,0.5,0.6309297535714575
dense,21,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,21,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,21,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,21,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,21,20,1.0,1.0,1.0,0.22355105795768168,0.05555555555555555,0.23540891336663824
dense,22,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,22,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,22,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,22,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,22,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,23,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,23,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,23,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,23,10,1.0,1.0,1.0,0.33393070489844684,0.1111111111111111,0.3010299956639812
dense,23,20,1.0,1.0,1.0,0.5591397849462365,0.1111111111111111,0.3010299956639812
dense,25,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,25,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,25,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,25,10,1.0,1.0,1.0,0.3513182096873084,0.1,0.2890648263178879
dense,25,20,1.0,1.0,1.0,0.3513182096873084,0.1,0.2890648263178879
dense,26,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,26,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,26,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,26,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,26,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,27,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,27,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,27,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,27,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,27,20,1.0,1.0,1.0,0.25606891151135475,0.05263157894736842,0.23137821315975915
dense,28,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,28,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,28,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,28,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,28,20,1.0,1.0,1.0,0.28254288597376387,0.07692307692307693,0.26264953503719357
dense,29,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,29,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,29,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,29,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,29,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,31,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,31,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,31,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,31,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,31,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,32,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,32,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,32,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,32,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,32,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,33,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,33,3,1.0,1.0,1.0,0.251063829787234,0.3333333333333333,0.5
dense,33,5,1.0,1.0,1.0,0.5191489361702127,0.3333333333333333,0.5
dense,33,10,1.0,1.0,1.0,0.5191489361702127,0.3333333333333333,0.5
dense,33,20,1.0,1.0,1.0,0.5191489361702127,0.3333333333333333,0.5
dense,35,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,35,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,35,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,35,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,35,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,37,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,37,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,37,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,37,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,37,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,38,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,38,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,38,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,38,10,1.0,1.0,1.0,0.22668174109666478,0.125,0.31546487678572877
dense,38,20,1.0,1.0,1.0,0.6529112492933861,0.125,0.31546487678572877
dense,39,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,39,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,39,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,39,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,39,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,40,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,40,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,40,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,40,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,40,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,41,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,41,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,41,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,41,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,41,20,1.0,1.0,1.0,0.4079283887468031,0.07142857142857142,0.2559580248098155
dense,42,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,42,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,42,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,42,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,42,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,43,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,43,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,43,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,43,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,43,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,44,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,44,3,1.0,1.0,1.0,0.6298405466970387,0.5,0.6309297535714575
dense,44,5,1.0,1.0,1.0,0.6298405466970387,0.5,0.6309297535714575
dense,44,10,1.0,1.0,1.0,0.6298405466970387,0.5,0.6309297535714575
dense,44,20,1.0,1.0,1.0,0.6298405466970387,0.5,0.6309297535714575
dense,45,1,1.0,1.0,1.0,0.30922142462727775,1.0,1.0
dense,45,3,1.0,1.0,1.0,0.4268360022087245,1.0,1.0
dense,45,5,1.0,1.0,1.0,0.5991165102153506,1.0,1.0
dense,45,10,1.0,1.0,1.0,0.5991165102153506,1.0,1.0
dense,45,20,1.0,1.0,1.0,0.5991165102153506,1.0,1.0
dense,46,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,46,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,46,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,46,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,46,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,47,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,47,3,1.0,1.0,1.0,0.28772635814889336,0.3333333333333333,0.5
dense,47,5,1.0,1.0,1.0,0.28772635814889336,0.3333333333333333,0.5
dense,47,10,1.0,1.0,1.0,0.28772635814889336,0.3333333333333333,0.5
dense,47,20,1.0,1.0,1.0,0.28772635814889336,0.3333333333333333,0.5
dense,48,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,48,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,48,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,48,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,48,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,49,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,49,3,1.0,1.0,1.0,0.5830687830687831,0.3333333333333333,0.5
dense,49,5,1.0,1.0,1.0,0.5830687830687831,0.3333333333333333,0.5
dense,49,10,1.0,1.0,1.0,0.5830687830687831,0.3333333333333333,0.5
dense,49,20,1.0,1.0,1.0,0.5830687830687831,0.3333333333333333,0.5
dense,50,1,1.0,1.0,1.0,0.7741379310344828,1.0,1.0
dense,50,3,1.0,1.0,1.0,0.7741379310344828,1.0,1.0
dense,50,5,1.0,1.0,1.0,0.7741379310344828,1.0,1.0
dense,50,10,1.0,1.0,1.0,1.0,1.0,1.0
dense,50,20,1.0,1.0,1.0,1.0,1.0,1.0
dense,54,1,1.0,1.0,1.0,1.0,1.0,1.0
dense,54,3,1.0,1.0,1.0,1.0,1.0,1.0
dense,54,5,1.0,1.0,1.0,1.0,1.0,1.0
dense,54,10,1.0,1.0,1.0,1.0,1.0,1.0
dense,54,20,1.0,1.0,1.0,1.0,1.0,1.0
dense,56,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,56,3,1.0,1.0,1.0,0.28373333333333334,0.5,0.6309297535714575
dense,56,5,1.0,1.0,1.0,0.28373333333333334,0.5,0.6309297535714575
dense,56,10,1.0,1.0,1.0,0.5936,0.5,0.6309297535714575
dense,56,20,1.0,1.0,1.0,0.9674666666666667,0.5,0.6309297535714575
dense,57,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,57,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,57,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,57,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,57,20,1.0,1.0,1.0,0.4422799422799423,0.07142857142857142,0.2559580248098155
dense,58,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,58,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,58,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,58,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,58,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,59,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,59,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,59,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,59,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,59,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,60,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,60,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,60,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,60,10,1.0,1.0,1.0,0.4762376237623762,0.1,0.2890648263178879
dense,60,20,1.0,1.0,1.0,0.4762376237623762,0.1,0.2890648263178879
dense,61,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,61,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,61,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,61,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,61,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,62,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,62,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,62,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,62,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,62,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,63,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,63,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,63,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,63,10,1.0,1.0,1.0,0.0955223880597015,0.125,0.31546487678572877
dense,63,20,1.0,1.0,1.0,0.0955223880597015,0.125,0.31546487678572877
dense,65,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,65,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,65,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,65,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,65,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,66,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,66,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,66,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,66,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,66,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,67,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,67,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,67,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,67,10,1.0,1.0,1.0,0.47835497835497837,0.1111111111111111,0.3010299956639812
dense,67,20,1.0,1.0,1.0,0.47835497835497837,0.1111111111111111,0.3010299956639812
dense,68,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,68,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,68,5,1.0,1.0,1.0,0.2813667912439936,0.25,0.43067655807339306
dense,68,10,1.0,1.0,1.0,0.48691938067271756,0.25,0.43067655807339306
dense,68,20,1.0,1.0,1.0,0.48691938067271756,0.25,0.43067655807339306
dense,69,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,69,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,69,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,69,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,69,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,70,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,70,3,1.0,1.0,1.0,0.2777493606138107,0.5,0.6309297535714575
dense,70,5,1.0,1.0,1.0,0.2777493606138107,0.5,0.6309297535714575
dense,70,10,1.0,1.0,1.0,0.2777493606138107,0.5,0.6309297535714575
dense,70,20,1.0,1.0,1.0,0.4920716112531969,0.5,0.6309297535714575
dense,71,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,71,3,1.0,1.0,1.0,0.2777493606138107,0.5,0.6309297535714575
dense,71,5,1.0,1.0,1.0,0.2777493606138107,0.5,0.6309297535714575
dense,71,10,1.0,1.0,1.0,0.2777493606138107,0.5,0.6309297535714575
dense,71,20,1.0,1.0,1.0,0.5514066496163683,0.5,0.6309297535714575
dense,72,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,72,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,72,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,72,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,72,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,73,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,73,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,73,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,73,10,1.0,1.0,1.0,0.27385892116182575,0.125,0.31546487678572877
dense,73,20,1.0,1.0,1.0,0.4787344398340249,0.125,0.31546487678572877
dense,74,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,74,3,1.0,1.0,1.0,0.47471451876019577,0.5,0.6309297535714575
dense,74,5,1.0,1.0,1.0,0.47471451876019577,0.5,0.6309297535714575
dense,74,10,1.0,1.0,1.0,0.6748232735182165,0.5,0.6309297535714575
dense,74,20,1.0,1.0,1.0,0.6748232735182165,0.5,0.6309297535714575
dense,75,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,75,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,75,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,75,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,75,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,77,1,1.0,1.0,1.0,0.23550176500252143,1.0,1.0
dense,77,3,1.0,1.0,1.0,0.48613212304589004,1.0,1.0
dense,77,5,1.0,1.0,1.0,0.48613212304589004,1.0,1.0
dense,77,10,1.0,1.0,1.0,0.64851235501765,1.0,1.0
dense,77,20,1.0,1.0,1.0,0.64851235501765,1.0,1.0
dense,78,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,78,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,78,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,78,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,78,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,79,1,1.0,1.0,1.0,0.24199674443841562,1.0,1.0
dense,79,3,1.0,1.0,1.0,0.475854584915898,1.0,1.0
dense,79,5,1.0,1.0,1.0,0.475854584915898,1.0,1.0
dense,79,10,1.0,1.0,1.0,0.475854584915898,1.0,1.0
dense,79,20,1.0,1.0,1.0,0.475854584915898,1.0,1.0
dense,81,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,81,3,1.0,1.0,1.0,0.3887657058388766,0.5,0.6309297535714575
dense,81,5,1.0,1.0,1.0,0.3887657058388766,0.5,0.6309297535714575
dense,81,10,1.0,1.0,1.0,0.721359940872136,0.5,0.6309297535714575
dense,81,20,1.0,1.0,1.0,0.721359940872136,0.5,0.6309297535714575
dense,82,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,82,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,82,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,82,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,82,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,83,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,83,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,83,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,83,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,83,20,1.0,1.0,1.0,0.25853658536585367,0.09090909090909091,0.27894294565112987
dense,84,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,84,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,84,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,84,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,84,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,87,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,87,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,87,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,87,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,87,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,88,1,1.0,1.0,1.0,0.3190537084398977,1.0,1.0
dense,88,3,1.0,1.0,1.0,0.5556265984654731,1.0,1.0
dense,88,5,1.0,1.0,1.0,0.5556265984654731,1.0,1.0
dense,88,10,1.0,1.0,1.0,0.5556265984654731,1.0,1.0
dense,88,20,1.0,1.0,1.0,0.5556265984654731,1.0,1.0
dense,89,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,89,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,89,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,89,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,89,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,90,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,90,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,90,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,90,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,90,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,92,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,92,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,92,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,92,10,1.0,1.0,1.0,0.32335680751173707,0.125,0.31546487678572877
dense,92,20,1.0,1.0,1.0,0.5786384976525821,0.125,0.31546487678572877
dense,93,1,1.0,1.0,1.0,0.26322498406628425,1.0,1.0
dense,93,3,1.0,1.0,1.0,0.32249840662842577,1.0,1.0
dense,93,5,1.0,1.0,1.0,0.32249840662842577,1.0,1.0
dense,93,10,1.0,1.0,1.0,0.32249840662842577,1.0,1.0
dense,93,20,1.0,1.0,1.0,0.32249840662842577,1.0,1.0
dense,94,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,94,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,94,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,94,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,94,20,0.0,0.0,0.0,0.0,0.0,0.0
dense,95,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,95,3,1.0,1.0,1.0,0.3286677034733022,0.5,0.6309297535714575
dense,95,5,1.0,1.0,1.0,0.3286677034733022,0.5,0.6309297535714575
dense,95,10,1.0,1.0,1.0,0.3286677034733022,0.5,0.6309297535714575
dense,95,20,1.0,1.0,1.0,0.3286677034733022,0.5,0.6309297535714575
dense,97,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,97,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,97,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,97,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,97,20,1.0,1.0,1.0,0.27988338192419826,0.05263157894736842,0.23137821315975915
dense,98,1,1.0,1.0,1.0,0.2753623188405797,1.0,1.0
dense,98,3,1.0,1.0,1.0,0.2753623188405797,1.0,1.0
dense,98,5,1.0,1.0,1.0,0.5043478260869565,1.0,1.0
dense,98,10,1.0,1.0,1.0,0.5043478260869565,1.0,1.0
dense,98,20,1.0,1.0,1.0,0.5043478260869565,1.0,1.0
dense,99,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,99,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,99,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,99,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,99,20,1.0,1.0,1.0,0.670316301703163,0.05,0.227670248696953
dense,100,1,0.0,0.0,0.0,0.0,0.0,0.0
dense,100,3,0.0,0.0,0.0,0.0,0.0,0.0
dense,100,5,0.0,0.0,0.0,0.0,0.0,0.0
dense,100,10,0.0,0.0,0.0,0.0,0.0,0.0
dense,100,20,1.0,1.0,1.0,0.4991055456171735,0.05,0.227670248696953
hybrid,1,1,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,1,3,1.0,1.0,1.0,0.46029609690444145,0.5,0.6309297535714575
hybrid,1,5,1.0,1.0,1.0,0.6720502467474204,0.5,0.6309297535714575
hybrid,1,10,1.0,1.0,1.0,0.8138178555406012,0.5,0.6309297535714575
hybrid,1,20,1.0,1.0,1.0,1.0,0.5,0.6309297535714575
hybrid,3,1,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,3,3,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,3,5,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,3,10,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,3,20,1.0,1.0,1.0,0.3510565780504431,0.09090909090909091,0.27894294565112987
hybrid,5,1,1.0,1.0,1.0,0.340797378481704,1.0,1.0
hybrid,5,3,1.0,1.0,1.0,0.340797378481704,1.0,1.0
hybrid,5,5,1.0,1.0,1.0,0.340797378481704,1.0,1.0
hybrid,5,10,1.0,1.0,1.0,0.340797378481704,1.0,1.0
hybrid,5,20,1.0,1.0,1.0,0.56198798470781,1.0,1.0
hybrid,6,1,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,6,3,1.0,1.0,1.0,0.2930315664085765,0.3333333333333333,0.5
hybrid,6,5,1.0,1.0,1.0,0.2930315664085765,0.3333333333333333,0.5
hybrid,6,10,1.0,1.0,1.0,0.2930315664085765,0.3333333333333333,0.5
hybrid,6,20,1.0,1.0,1.0,0.5562835020845741,0.3333333333333333,0.5
hybrid,7,1,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,7,3,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,7,5,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,7,10,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,7,20,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,8,1,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,8,3,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,8,5,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,8,10,0.0,0.0,0.0,0.0,0.0,0.0
hybrid,8,20,0.0,0.0,0.0,0.0,0.0,0.0
