method_id,query_id,repeat,latency_ms,returned
d_threshold_0.3,2ce8db63,3,17.7910840138793,5
d_threshold_0.3,ff2cf386,1,17.121874960139394,5
b_bm25_tuned,2b9ff3ae,0,14.29391698911786,5
a_dense_minilm_500_75,2b9ff3ae,2,16.958166961558163,5
d_threshold_0.3,ff2cf386,2,12.14137498755008,5
a_dense_minilm_500_75,6a56ccd8,1,9.12187504582107,5
d_threshold_0.3,2b9ff3ae,1,11.46791607607156,5
hybrid_rrf_75bm25_25dense,800b6da2,3,22.249915986321867,5
d_threshold_0.3,6a56ccd8,2,13.688124949112535,5
d_threshold_0.3,71f266f1,0,14.741958933882415,5
d_threshold_0.3,21c9dee5,1,13.318207929842174,5
d_threshold_0.3,166365be,1,15.608625020831823,5
d_threshold_0.3,cf2642de,1,14.94950009509921,5
hybrid_rrf_75bm25_25dense,9b7ebf3e,1,22.26795896422118,5
d_threshold_0.3,7d96081d,0,17.386334016919136,5
d_mmr_1.0_10,25a25dbe,0,16.906042001210153,5
a_dense_minilm_500_75,d1fdc0f4,2,12.482792022638023,5
d_mmr_1.0_10,65b9bec9,1,13.772582984529436,5
a_dense_minilm_500_75,6c8d9611,0,17.497541033662856,5
a_dense_minilm_500_75,866ef8da,0,15.753000043332577,5
b_bm25_tuned,25376eba,3,2.246083109639585,5
d_mmr_1.0_10,71f266f1,1,15.04624995868653,5
d_mmr_1.0_10,662d106f,1,11.174584040418267,5
b_bm25_tuned,a3f75c4c,4,10.58583299163729,5
b_bm25_tuned,501e7331,4,13.516583014279604,5
b_bm25_tuned,037b46e9,0,6.900708074681461,5
d_mmr_1.0_10,91a5521c,3,13.016832992434502,5
a_dense_minilm_500_75,2afcec04,0,13.48162500653416,5
d_mmr_1.0_10,b9d5a3e0,4,12.703499989584088,5
d_mmr_1.0_10,88041b7f,4,17.69662508741021,5
d_mmr_1.0_10,b8f2e37f,4,19.89274995867163,5
a_dense_minilm_500_75,6c777e2a,0,24.56195803824812,5
b_bm25_tuned,166365be,0,3.053916967473924,5
hybrid_rrf_75bm25_25dense,7b70306c,3,38.684875005856156,5
hybrid_rrf_75bm25_25dense,7c6e2326,0,63.78529209177941,5
d_mmr_1.0_10,2f855a96,1,56.72766698990017,5
hybrid_rrf_75bm25_25dense,1098a682,4,66.59525004215539,5
a_dense_minilm_500_75,7b70306c,4,69.52274998184294,5
a_dense_minilm_500_75,a72b30bc,0,64.30579198058695,5
